title,note,url,tags,comment,source_list,status,google_place_id,google_name,google_maps_uri,formatted_address,neighborhood,city,state,country,country_code,postal_code,latitude,longitude,primary_type,google_types,business_status,google_rating,review_count,price_level,match_status
Wild Restaurant,,https://www.google.com/maps/place/Wild+Restaurant/data=!4m2!3m1!1s0x48760fd40ac7dd65:0x4d08b205b5bbc2c6,,,Wanna go,wanna_go,ChIJZd3HCtQPdkgRxsK7tQWyCE0,Wild Restaurant,https://maps.google.com/?cid=5550882278327698118&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"202-204, Westbourne Grove, London W11 2RH, UK",,Greater London,England,United Kingdom,GB,W11 2RH,51.5145829,-0.2002631,mediterranean_restaurant,"mediterranean_restaurant, cocktail_bar, oyster_bar_restaurant, wine_bar, steak_house, breakfast_restaurant, italian_restaurant, vegetarian_restaurant, bar, seafood_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,667.0,,RESOLVED_FROM_URL
amie wine studio,,https://www.google.com/maps/place/amie+wine+studio/data=!4m2!3m1!1s0x48760516cdd81ce7:0x13685328ee985907,,,Wanna go,wanna_go,ChIJ5xzYzRYFdkgRB1mY7ihTaBM,amie wine studio,https://maps.google.com/?cid=1398459119565297927&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"13 Eccleston Yards, London SW1W 9AZ, UK",,Greater London,England,United Kingdom,GB,SW1W 9AZ,51.4937403,-0.1489303,wine_bar,"wine_bar, bar, food, point_of_interest, establishment",OPERATIONAL,4.8,347.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Elevate,,https://www.google.com/maps/place/Elevate/data=!4m2!3m1!1s0x487603b2a1fb6377:0xeb16ef7ac012181e,,,Wanna go,wanna_go,ChIJd2P7obIDdkgRHhgSwHrvFus,Elevate,https://maps.google.com/?cid=16939990358888159262&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"29 Royal Exchange, Threadneedle St, London EC3V 3LP, UK",,Greater London,England,United Kingdom,GB,EC3V 3LP,51.5138263,-0.0874089,juice_shop,"juice_shop, food, point_of_interest, establishment",OPERATIONAL,4.3,146.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Hector's,,https://www.google.com/maps/place/Hector's/data=!4m2!3m1!1s0x48761d4b96169589:0xc1a643c98be5b1a7,,,Wanna go,wanna_go,ChIJiZUWlksddkgRp7Hli8lDpsE,Hector's,https://maps.google.com/?cid=13953915028368634279&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"49a Ardleigh Rd, London N1 4HS, UK",,Greater London,England,United Kingdom,GB,N1 4HS,51.544942500000005,-0.0834404,liquor_store,"wine_bar, liquor_store, store, bar, food, point_of_interest, establishment",OPERATIONAL,4.4,173.0,,RESOLVED_FROM_URL
Gelupo,,https://www.google.com/maps/place/Gelupo/data=!4m2!3m1!1s0x487604d397b8bc6b:0x208f804b1fe29a9f,,,Wanna go,wanna_go,ChIJa7y4l9MEdkgRn5riH0uAjyA,Gelupo,https://maps.google.com/?cid=2346234991029164703&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"7 Archer St, London W1D 7AU, UK",,Greater London,England,United Kingdom,GB,W1D 7AU,51.5116054,-0.1337348,ice_cream_shop,"ice_cream_shop, cafe, shipping_service, dessert_shop, confectionery, food_store, store, food, point_of_interest, service, establishment",OPERATIONAL,4.5,2157.0,,RESOLVED_FROM_URL
sons,,https://www.google.com/maps/place/sons/data=!4m2!3m1!1s0x48761d8064b342fb:0x4c914b34aeda4e0f,,,Wanna go,wanna_go,ChIJ-0KzZIAddkgRD07arjRLkUw,sons,https://maps.google.com/?cid=5517273708149493263&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"St John at Hackney Courtyard, Lower Clapton Rd, London E5 0PD, UK",,Greater London,England,United Kingdom,GB,E5 0PD,51.5483335,-0.05351,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.9,141.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
"Brunswick East, Dalston",,"https://www.google.com/maps/place/Brunswick+East,+Dalston/data=!4m2!3m1!1s0x48761c8e8755b48b:0xdbb77f4fd553160a",,,Wanna go,wanna_go,ChIJi7RVh44cdkgRChZT1U9_t9s,"Brunswick East, Dalston",https://maps.google.com/?cid=15832262995902404106&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Ground Floor Cafe, ❒ STAMFORD WORKS, London N16 8JH, UK",,Greater London,England,United Kingdom,GB,N16 8JH,51.549194899999996,-0.0768933,cafe,"cafe, brunch_restaurant, australian_restaurant, breakfast_restaurant, bakery, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,784.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
LOT 103,,https://www.google.com/maps/place/LOT+103/data=!4m2!3m1!1s0x48761d65f701b963:0x91ef13562f3a4171,,,Wanna go,wanna_go,ChIJY7kB92UddkgRcUE6L1YT75E,LOT 103,https://maps.google.com/?cid=10515644915813859697&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"103 Newington Green Rd, London N1 4QY, UK",,Greater London,England,United Kingdom,GB,N1 4QY,51.5500197,-0.0871564,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.2,79.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Compton Arms,,https://www.google.com/maps/place/The+Compton+Arms/data=!4m2!3m1!1s0x48761b6459c2bdb9:0xacf52e26eb4b8c20,,,Wanna go,wanna_go,ChIJub3CWWQbdkgRIIxL6yYu9aw,The Compton Arms,https://maps.google.com/?cid=12462918288508947488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Compton Arms, 4 Compton Ave, London N1 2XD, UK",,Greater London,England,United Kingdom,GB,N1 2XD,51.543657499999995,-0.1020094,pub,"pub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,811.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Drapers Arms,,https://www.google.com/maps/place/The+Drapers+Arms/data=!4m2!3m1!1s0x48761b68da2fea7d:0x15d6bc0dbe82cb96,,,Wanna go,wanna_go,ChIJfeov2mgbdkgRlsuCvg281hU,The Drapers Arms,https://maps.google.com/?cid=1573651887029406614&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"44 Barnsbury St, London N1 1ER, UK",,Greater London,England,United Kingdom,GB,N1 1ER,51.540523500000006,-0.10847119999999999,gastropub,"gastropub, american_restaurant, pub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,1267.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Noisy Oyster seafood bistro,,https://www.google.com/maps/place/Noisy+Oyster+seafood+bistro/data=!4m2!3m1!1s0x48761da338e5bc03:0xe0ed1d5243edf40d,,,Wanna go,wanna_go,ChIJA7zlOKMddkgRDfTtQ1Id7eA,Noisy Oyster seafood bistro,https://maps.google.com/?cid=16207642873140474893&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"2, Nicholls Clarke Yard, London E1 6SH, UK",,Greater London,England,United Kingdom,GB,E1 6SH,51.5219485,-0.07729180000000001,restaurant,"restaurant, brunch_restaurant, oyster_bar_restaurant, cocktail_bar, seafood_restaurant, bar, event_venue, food, point_of_interest, establishment",OPERATIONAL,4.6,718.0,,RESOLVED_FROM_URL
The Kerfield Arms,,https://www.google.com/maps/place/The+Kerfield+Arms/data=!4m2!3m1!1s0x487603006e9c1713:0xbf11b3114501127e,,,Wanna go,wanna_go,ChIJExecbgADdkgRfhIBRRGzEb8,The Kerfield Arms,https://maps.google.com/?cid=13767982422601831038&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"16 Grove Ln, London SE5 8SY, UK",,Greater London,England,United Kingdom,GB,SE5 8SY,51.4729489,-0.0898573,pub,"pub, bar, point_of_interest, establishment",OPERATIONAL,4.7,260.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Osteria Angelina,,https://www.google.com/maps/place/Osteria+Angelina/data=!4m2!3m1!1s0x48761d69d184d3bb:0x82e04b9f38ea31f7,,,Wanna go,wanna_go,ChIJu9OE0WkddkgR9zHqOJ9L4II,Osteria Angelina,https://maps.google.com/?cid=9430620766940574199&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1, Nicholls Clarke Yard, London E1 6SH, UK",,Greater London,England,United Kingdom,GB,E1 6SH,51.521882299999994,-0.077497,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.9,4569.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
The Lioness of Leith,Brunch,https://www.google.com/maps/place/The+Lioness+of+Leith/data=!4m2!3m1!1s0x4887b80ee221a621:0x8680a49f2aa06c,,,Wanna go,wanna_go,ChIJIaYh4g64h0gRbKAqn6SAhgA,The Lioness of Leith,https://maps.google.com/?cid=37859091412590700&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"21-25 Duke St, Leith, Edinburgh EH6 8HH, UK",Leith,Edinburgh,Scotland,United Kingdom,GB,EH6 8HH,55.970242999999996,-3.1702421999999997,bar,"bar, gastropub, hamburger_restaurant, american_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,1154.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Whiski Rooms,,https://www.google.com/maps/place/Whiski+Rooms/data=!4m2!3m1!1s0x4887c79a996b04fb:0x7f506a878be99dfd,,,Wanna go,wanna_go,ChIJ-wRrmZrHh0gR_Z3pi4dqUH8,Whiski Rooms,https://maps.google.com/?cid=9173949571354172925&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"4-7 N Bank St, Edinburgh EH1 2LP, UK",,Edinburgh,Scotland,United Kingdom,GB,EH1 2LP,55.949961099999996,-3.1934826,restaurant,"restaurant, cocktail_bar, liquor_store, bar, store, food, point_of_interest, establishment",OPERATIONAL,4.5,3010.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Sheep Heid Inn Edinburgh,,https://www.google.com/maps/place/Sheep+Heid+Inn+Edinburgh/data=!4m2!3m1!1s0x4887b8606c1a85b1:0x44ec0267ad5b692,,,Wanna go,wanna_go,ChIJsYUabGC4h0gRkrbVeibATgQ,Sheep Heid Inn Edinburgh,https://maps.google.com/?cid=310396695837259410&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"43-45 The Causeway, Edinburgh EH15 3QA, UK",,Edinburgh,Scotland,United Kingdom,GB,EH15 3QA,55.942001399999995,-3.148539,gastropub,"gastropub, british_restaurant, pub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,3622.0,,RESOLVED_FROM_URL
The Scran and Scallie,,https://www.google.com/maps/place/The+Scran+and+Scallie/data=!4m2!3m1!1s0x4887c7b8ea037bf1:0xc5082d6a04eabb13,,,Wanna go,wanna_go,ChIJ8XsD6rjHh0gRE7vqBGotCMU,The Scran and Scallie,https://maps.google.com/?cid=14197647758657764115&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1 Comely Bank Rd, Edinburgh EH4 1DR, UK",,Edinburgh,Scotland,United Kingdom,GB,EH4 1DR,55.9591412,-3.2146179999999998,gastropub,"gastropub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,2714.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Carmela's Pizzeria,,https://www.google.com/maps/place/Carmela's+Pizzeria/data=!4m2!3m1!1s0x48761bcb0127fd85:0x931d6a26004001db,,,Wanna go,wanna_go,ChIJhf0nAcsbdkgR2wFAACZqHZM,Carmela's Pizzeria,https://maps.google.com/?cid=10600745809345511899&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"149A Upper St, London N1 1RA, UK",,Greater London,England,United Kingdom,GB,N1 1RA,51.5401429,-0.1027873,pizza_restaurant,"pizza_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,314.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Broken Eggs,,https://www.google.com/maps/place/Broken+Eggs/data=!4m2!3m1!1s0x48761bc0372b0801:0x3030eb639586161a,,,Wanna go,wanna_go,ChIJAQgrN8AbdkgRGhaGlWPrMDA,Broken Eggs,https://maps.google.com/?cid=3472534125645534746&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"24, 25 Foley St, London W1W 6DX, UK",,Greater London,England,United Kingdom,GB,W1W 6DX,51.519337,-0.140511,spanish_restaurant,"spanish_restaurant, brunch_restaurant, mediterranean_restaurant, bar, tapas_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,632.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Tiny Wine Bar & Shop,,https://www.google.com/maps/place/Tiny+Wine+Bar+%26+Shop/data=!4m2!3m1!1s0x48761bd119746583:0x4b538a29587c1ab,,,Wanna go,wanna_go,ChIJg2V0GdEbdkgRq8GHlaI4tQQ,Tiny Wine Bar & Shop,https://maps.google.com/?cid=339239617880900011&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"21 Foley St, London W1W 6DR, UK",,Greater London,England,United Kingdom,GB,W1W 6DR,51.5195017,-0.1400798,wine_bar,"wine_bar, latin_american_restaurant, liquor_store, store, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.9,693.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Milk London,,https://www.google.com/maps/place/Milk+London/data=!4m2!3m1!1s0x487605cf6d7d0c7d:0xb4ec4f0bf1a3de3,,,Wanna go,wanna_go,ChIJfQx9bc8FdkgR4z0av_DETgs,Milk London,https://maps.google.com/?cid=814805120878001635&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"18-20 Bedford Hill, London SW12 9RG, UK",,Greater London,England,United Kingdom,GB,SW12 9RG,51.4444691,-0.15082289999999998,cafe,"cafe, brunch_restaurant, coffee_shop, breakfast_restaurant, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,1507.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Hound,,https://www.google.com/maps/place/The+Hound/data=!4m2!3m1!1s0x48760f4655a9175b:0x14d7cfe37938e373,,,Wanna go,wanna_go,ChIJWxepVUYPdkgRc-M4eePP1xQ,The Hound,https://maps.google.com/?cid=1501897576649646963&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"210 Chiswick High Rd., Chiswick, London W4 1PD, UK",Chiswick,Greater London,England,United Kingdom,GB,W4 1PD,51.492822499999996,-0.2568205,pub,"pub, event_venue, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,486.0,,RESOLVED_FROM_URL
Dumbo Shoreditch,,https://www.google.com/maps/place/Dumbo+Shoreditch/data=!4m2!3m1!1s0x48761dab812dba1f:0x7b843f11b7548405,,,Wanna go,wanna_go,ChIJH7otgasddkgRBYRUtxE_hHs,Dumbo Shoreditch,https://maps.google.com/?cid=8900308108913705989&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"119 Bethnal Grn Rd, London E2 7DG, UK",,Greater London,England,United Kingdom,GB,E2 7DG,51.5249011,-0.07195259999999999,hamburger_restaurant,"hamburger_restaurant, american_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,420.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Lexington,,https://www.google.com/maps/place/The+Lexington/data=!4m2!3m1!1s0x48761b43e3d4a323:0x1f37fe81ad858af8,,,Wanna go,wanna_go,ChIJI6PU40MbdkgR-IqFrYH-Nx8,The Lexington,https://maps.google.com/?cid=2249546371810298616&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"96-98 Pentonville Rd, London N1 9JB, UK",,Greater London,England,United Kingdom,GB,N1 9JB,51.5317299,-0.1114164,pub,"pub, lounge_bar, night_club, live_music_venue, event_venue, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,3149.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Jago,,https://www.google.com/maps/place/The+Jago/data=!4m2!3m1!1s0x48761d62a5f49d47:0x5c6840f7209e7afc,,,Wanna go,wanna_go,ChIJR530pWIddkgR_HqeIPdAaFw,The Jago,https://maps.google.com/?cid=6658643479215635196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"440 Kingsland Rd, London E8 4AA, UK",,Greater London,England,United Kingdom,GB,E8 4AA,51.5423141,-0.0755863,live_music_venue,"live_music_venue, event_venue, point_of_interest, establishment",OPERATIONAL,4.5,526.0,,RESOLVED_FROM_URL
Uchi Bake,,https://www.google.com/maps/place/Uchi+Bake/data=!4m2!3m1!1s0x48761d1c3d66267b:0x6dca05219e8f7441,,,Wanna go,wanna_go,ChIJeyZmPRwddkgRQXSPniEFym0,Uchi Bake Hackney,https://maps.google.com/?cid=7911141337381958721&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"140 Clarence Rd, Lower Clapton, London E5 8DY, UK",Lower Clapton,Greater London,England,United Kingdom,GB,E5 8DY,51.5536097,-0.05598579999999999,cafe,"cafe, food, point_of_interest, establishment",OPERATIONAL,4.3,287.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Whistling Oyster,,https://www.google.com/maps/place/The+Whistling+Oyster/data=!4m2!3m1!1s0x48760f61ee173c27:0xd8c12822f32f958d,,,Wanna go,wanna_go,ChIJJzwX7mEPdkgRjZUv8yIowdg,The Whistling Oyster,https://maps.google.com/?cid=15618809113271571853&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"46 Devonshire Rd, Chiswick, London W4 2HD, UK",Chiswick,Greater London,England,United Kingdom,GB,W4 2HD,51.491248399999996,-0.25546979999999997,food_store,"seafood_restaurant, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,156.0,,RESOLVED_FROM_URL
Nina,,https://www.google.com/maps/place/Nina/data=!4m2!3m1!1s0x48761ad28c695555:0x30c4a34fa82b15de,,,Wanna go,wanna_go,ChIJVVVpjNIadkgR3hUrqE-jxDA,Nina,https://maps.google.com/?cid=3514113171774969310&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"18 Thayer St, London W1U 3JY, UK",,Greater London,England,United Kingdom,GB,W1U 3JY,51.51714820000001,-0.1515263,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,859.0,,RESOLVED_FROM_URL
Night Tales,,https://www.google.com/maps/place/Night+Tales/data=!4m2!3m1!1s0x48761ce7dc3c810b:0x97dab4350184c8,,,Wanna go,wanna_go,ChIJC4E83OccdkgRyIQBNbTalwA,Night Tales,https://maps.google.com/?cid=42743189001569480&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"13 Bohemia Pl, London E8 1DU, UK",,Greater London,England,United Kingdom,GB,E8 1DU,51.5473494,-0.0529715,cocktail_bar,"cocktail_bar, live_music_venue, night_club, bar, event_venue, point_of_interest, establishment",OPERATIONAL,4.2,1432.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Netil360 Rooftop Bar - Restaurant,Terraza para verano,https://www.google.com/maps/place/Netil360+Rooftop+Bar+-+Restaurant/data=!4m2!3m1!1s0x48761ce7c43b76ef:0x2d76281b26623eac,,,Wanna go,wanna_go,ChIJ73Y7xOccdkgRrD5iJhsodi0,Netil360 Rooftop Bar - Restaurant,https://maps.google.com/?cid=3275849876031815340&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1 Westgate St, London E8 3RL, UK",,Greater London,England,United Kingdom,GB,E8 3RL,51.537759099999995,-0.057858400000000004,bar,"bar, cocktail_bar, pizza_restaurant, meal_takeaway, italian_restaurant, vegetarian_restaurant, event_venue, pizza_delivery, meal_delivery, food_delivery, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,1606.0,,RESOLVED_FROM_URL
Hannah,Bar de moda con buens musica y para ver el sunset,https://www.google.com/maps/place/Hannah/data=!4m2!3m1!1s0x48760522cae10d8d:0x6ae8f5c1bd5b8e7b,,,Wanna go,wanna_go,ChIJjQ3hyiIFdkgRe45bvcH16Go,Hannah,https://maps.google.com/?cid=7703677375071620731&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"281 Lavender Hill, London SW11 1LP, UK",,Greater London,England,United Kingdom,GB,SW11 1LP,51.4638675,-0.1651646,bar_and_grill,"bar_and_grill, brunch_restaurant, sports_bar, cocktail_bar, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,550.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Willows,Girl brunch,https://www.google.com/maps/place/Willows/data=!4m2!3m1!1s0x487605c5b86902cd:0xf79818c6e6df4f8b,,,Wanna go,wanna_go,ChIJzQJpuMUFdkgRi0_f5sYYmPc,willows,https://maps.google.com/?cid=17841037166384205707&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"11 The Polygon, London SW4 0JG, UK",,Greater London,England,United Kingdom,GB,SW4 0JG,51.463404499999996,-0.1411175,restaurant,"restaurant, wine_bar, brunch_restaurant, bar, food, point_of_interest, establishment",OPERATIONAL,4.7,680.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Bar Valette,,https://www.google.com/maps/place/Bar+Valette/data=!4m2!3m1!1s0x48761d996ccb027d:0xa30a2e973ce7c0c5,,,Wanna go,wanna_go,ChIJfQLLbJkddkgRxcDnPJcuCqM,Bar Valette,https://maps.google.com/?cid=11748253805046120645&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"28 Kingsland Rd, London E2 8AA, UK",,Greater London,England,United Kingdom,GB,E2 8AA,51.527946199999995,-0.0778441,restaurant,"restaurant, food, point_of_interest, establishment",CLOSED_TEMPORARILY,4.4,63.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Folde,,https://www.google.com/maps/place/Folde/data=!4m2!3m1!1s0x487605a34ef3bcef:0xaef9f0a7efe34412,,,Wanna go,wanna_go,ChIJ77zzTqMFdkgREkTj76fw-a4,Folde,https://maps.google.com/?cid=12608373235875267602&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"143 St John's Hl, London SW11 1TQ, UK",,Greater London,England,United Kingdom,GB,SW11 1TQ,51.4603402,-0.1761911,vegetarian_restaurant,"vegetarian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,213.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Spiritland,,https://www.google.com/maps/place/Spiritland/data=!4m2!3m1!1s0x48761b1625019dd9:0x78f5cbe687a00e2e,,,Wanna go,wanna_go,ChIJ2Z0BJRYbdkgRLg6gh-bL9Xg,Spiritland,https://maps.google.com/?cid=8716096844823793198&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"9 - 10 Stable St, London N1C 4AB, UK",,Greater London,England,United Kingdom,GB,N1C 4AB,51.5365292,-0.12538739999999998,cocktail_bar,"cocktail_bar, wine_bar, bar, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,1264.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Oranj,,https://www.google.com/maps/place/Oranj/data=!4m2!3m1!1s0x48761db5adf25829:0xbf6559abcef7737b,,,Wanna go,wanna_go,ChIJKVjyrbUddkgRe3P3zqtZZb8,"Oranj • Restaurant, Wine Bar & Cafe",https://maps.google.com/?cid=13791528028338615163&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"15 Dray Walk, London E1 6QR, UK",,Greater London,England,United Kingdom,GB,E1 6QR,51.5211583,-0.0727376,restaurant,"restaurant, wine_bar, cocktail_bar, coffee_shop, cafe, bakery, food_store, store, bar, food, point_of_interest, establishment",OPERATIONAL,4.0,389.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
"Rye Lane Cornerhouse, Peckham",,"https://www.google.com/maps/place/Rye+Lane+Cornerhouse,+Peckham/data=!4m2!3m1!1s0x48760349bbc9b01d:0x4614e62a2a89b130",,,Wanna go,wanna_go,ChIJHbDJu0kDdkgRMLGJKirmFEY,"Rye Lane Cornerhouse, Peckham",https://maps.google.com/?cid=5049914150965850416&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"133a Rye Ln, London SE15 4BQ, UK",,Greater London,England,United Kingdom,GB,SE15 4BQ,51.469824599999995,-0.0680959,cafe,"cafe, coworking_space, gym, live_music_venue, event_venue, bar, sports_activity_location, health, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,117.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Andrew Edmunds Restaurant,,https://www.google.com/maps/place/Andrew+Edmunds+Restaurant/data=!4m2!3m1!1s0x487604d49309e38d:0xe6fbb540143b26ea,,,Wanna go,wanna_go,ChIJjeMJk9QEdkgR6iY7FEC1--Y,Andrew Edmunds,https://maps.google.com/?cid=16644096134699755242&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"46 Lexington St, London W1F 0LP, UK",,Greater London,England,United Kingdom,GB,W1F 0LP,51.5131254,-0.1362165,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,1091.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
